annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_95,cvar_95,beta,information_ratio,total_return,num_positive_days,num_negative_days,best_day,worst_day
0.32394762320343706,0.29422373847503375,1.0330492868413756,1.5345916079419375,-0.3097230294254042,-0.027374339924323227,-0.03950755464411505,1.3124560304273727,0.7371423464262279,0.32033692178671513,134,115,0.1359427241623895,-0.062059121373499906
